step,reward_0.5_0.3_0.2,reward_0.4_0.4_0.2,reward_0.6_0.2_0.2
5027,-125.13765304404214,-130.45517744124936,-136.72183457038898
5028,-125.16802967066299,-130.4421571359577,-136.70700961827265
5029,-125.1822055665451,-130.4532059076988,-136.64408556628877
5030,-125.08093395763484,-130.38594721502778,-136.63878042528802
5031,-125.15774528032159,-130.34599509861107,-136.55736591214787
5032,-125.19836568531389,-130.21473793365774,-136.44873274458035
5033,-125.2127704486423,-130.19765724314158,-136.38061639846939
5034,-125.09774410368281,-130.10867068010774,-136.4417849331537
5035,-125.0969477127493,-130.06980011581865,-136.52972042775207
5036,-125.14170209183841,-130.09310805245346,-136.43713184321507
5037,-125.03148029227688,-130.1646502040243,-136.49060953754838
5038,-125.0195617232952,-130.1782462231969,-136.49456843630438
5039,-124.95279736041934,-130.15767903515223,-136.44589834840352
5040,-124.99022140838898,-130.04403973834246,-136.42474849501986
5041,-124.97179202816027,-130.08339506118503,-136.396586960776
5042,-124.92585919343013,-129.991780889235,-136.3353115640694
5043,-124.96522147230343,-129.93893999525648,-136.35784511239612
5044,-125.00879915860283,-130.02301014566274,-136.2418830424356
5045,-124.93304733025485,-130.05431814468275,-136.1780113222164
5046,-124.94958490001095,-130.07290017731128,-136.18227318478242
5047,-124.98280583043783,-130.0341727010546,-136.24266194397188
5048,-124.80383048813692,-129.9860372578823,-136.22552928164066
5049,-124.80268999150057,-130.0800069503651,-136.21151825365013
5050,-124.74255489080201,-130.02676693810866,-136.16517588534498
5051,-124.60214011594317,-130.08934839134002,-136.1663029566005
5052,-124.44160000164334,-130.03391680770915,-136.05874801228038
5053,-124.39078511723852,-130.0149347589371,-135.99462971093766
5054,-124.41882078159105,-129.87818519204615,-135.99852203741796
5055,-124.40537512007255,-129.80944670967665,-136.03586480256192
5056,-124.5886081675209,-129.80191127733494,-136.0366830759078
5057,-124.64894426709498,-129.81343768148045,-135.9594318024756
5058,-124.69388450594589,-129.72217592471654,-135.96920876959604
5059,-124.60374960595888,-129.86799339369966,-136.0021800236128
5060,-124.71840733567703,-129.81132463819,-135.94231143872256
5061,-124.70046794076917,-129.8127962272634,-136.01376137871975
5062,-124.61435376710955,-129.81538064389326,-136.10860217011952
5063,-124.55272060220406,-129.76416239661242,-136.1155425864781
5064,-124.57890108579389,-129.7311173225813,-136.12787153317686
5065,-124.47419123697102,-129.67388320607304,-136.19722697315996
5066,-124.47349283338795,-129.63028650930178,-136.19160434338954
5067,-124.42323898528795,-129.71303627904194,-136.12514954019537
5068,-124.48080113060558,-129.70078903849557,-136.09787497534603
5069,-124.41949215060203,-129.643650528364,-136.06769202019362
5070,-124.45197184799274,-129.58003728822433,-136.10339661540308
5071,-124.39032751270831,-129.57406328822424,-136.10498464565927
5072,-124.32610074204723,-129.4771222981238,-136.11065759732878
5073,-124.30858970502814,-129.52389599608017,-136.07441603879866
5074,-124.40242835588514,-129.51470376693783,-136.03209695122985
5075,-124.30038793707762,-129.46789611884265,-136.0783552716
5076,-124.36990123543507,-129.48254724176908,-136.1069602975228
5077,-124.43646146822957,-129.5511846041662,-136.10597700722778
5078,-124.40223746712249,-129.67874039605329,-136.08601042111948
5079,-124.3177726443019,-129.83397230198614,-136.07733261900583
5080,-124.24890178374524,-129.81659683988534,-136.11196902125806
5081,-124.25547323495971,-129.75850105200652,-136.12134666967577
5082,-124.2707431438137,-129.74535770122216,-136.07563974726378
5083,-124.20436510446498,-129.6890833177062,-136.09342082081878
5084,-124.33334062850075,-129.79491365637762,-136.0202039674471
5085,-124.23464062992772,-129.79518885092816,-135.98364770327797
5086,-124.09124111246983,-129.8033351762357,-135.95383477520704
5087,-124.11741891553032,-129.72760979175956,-135.9651740319284
5088,-124.08986753663805,-129.6774636697637,-135.98839145142927
5089,-123.92474787090148,-129.78990844070577,-135.94255333972603
5090,-124.01328903816858,-129.82701048750044,-135.93292855113324
5091,-124.11344673722164,-129.81045101499313,-135.95734657375567
5092,-123.99400907132524,-129.73036639119744,-135.93861897911518
5093,-123.97743465632368,-129.78202363198452,-135.8699072038757
5094,-124.03862268715616,-129.73033224501495,-135.76381421005536
5095,-123.96651432576726,-129.78663972072715,-135.6820940165895
5096,-123.9138705401498,-129.71961043810919,-135.71520390993598
5097,-123.94898788271385,-129.71938971470186,-135.70485329685016
5098,-123.96715665396391,-129.7144876497277,-135.6258084137807
5099,-123.963968781685,-129.74741479410912,-135.49455585472126
5100,-123.85344282114163,-129.78134655040972,-135.5031511750007
5101,-123.70422251731134,-129.88616553253803,-135.50740532353169
5102,-123.55750619529843,-129.8810528652491,-135.60731589303904
5103,-123.42265564180438,-129.97712298761633,-135.58474896038052
5104,-123.36711679970897,-130.0284402330372,-135.5919221160622
5105,-123.3498520027184,-130.04184670569379,-135.6031377628179
5106,-123.32569737122296,-130.0219667130516,-135.6565411868072
5107,-123.24979000857198,-130.06842605282148,-135.5963572778315
5108,-123.20460792975268,-130.0334483825393,-135.58829042271532
5109,-123.28030395958757,-130.13974255422823,-135.58156684489154
5110,-123.17585041210285,-130.0555898999224,-135.55412142859865
5111,-123.09393589690882,-130.0645539267541,-135.60807943019705
5112,-123.06329653660602,-130.05096281597417,-135.62130297017026
5113,-122.97673030433977,-130.05371279050084,-135.5990865310758
5114,-122.93561127606739,-130.09234853095978,-135.6164647071185
5115,-122.98012182298133,-130.06793504732843,-135.60384102652586
5116,-122.95219517108714,-130.00465818944463,-135.69878097136706
5117,-122.70370609484327,-130.03597053201452,-135.7746944328572
5118,-122.7141694545418,-129.95585420002936,-135.78726781070014
5119,-122.62876307919505,-130.03290284207412,-135.6962665007615
5120,-122.64919383750971,-130.02804105424568,-135.6695146755006
5121,-122.47827279075611,-130.01930378024488,-135.67706714352653
5122,-122.3761360834925,-129.97179364058624,-135.57301099184838
5123,-122.39135993166215,-129.95209574219797,-135.54572896531562
5124,-122.44700795523207,-129.87146002592783,-135.46939006833915
5125,-122.3198951544503,-129.98629315383994,-135.46811564125522
5126,-122.36449668781177,-130.08060953912377,-135.4716990416215
5127,-122.52939688386684,-130.142529562923,-135.49213575190993
5128,-122.61059948416163,-130.0785847997337,-135.4792319934104
5129,-122.67394142099117,-130.04117111375842,-135.42203478113873
5130,-122.58715155750352,-130.02303604725205,-135.42653800897267
5131,-122.50823304385663,-129.9299178319731,-135.45371267013553
5132,-122.55351277619062,-130.12811921270105,-135.3830988994536
5133,-122.4526251055457,-130.24503390103803,-135.32361762973363
5134,-122.34652807323644,-130.19425160665202,-135.31347961429503
5135,-122.32874768046376,-130.10135118683814,-135.28832607403606
5136,-122.24194810873561,-130.0630672153299,-135.3499567585111
5137,-122.3763595852152,-130.15259320490995,-135.35408656783648
5138,-122.37721851372933,-130.16071344466053,-135.35618118294678
5139,-122.38552647803004,-130.17524641800117,-135.2805900903369
5140,-122.29485224181624,-130.19069200599938,-135.26306166343625
5141,-122.28094067320365,-130.1765244854809,-135.2619905431255
5142,-122.35762853450096,-130.14949427565716,-135.27585769673726
5143,-122.3313557450547,-130.15347361630427,-135.22821622843608
5144,-122.18416576106698,-130.09093044368979,-135.23010242447435
5145,-122.15381185329167,-130.04035107069473,-135.27787515765186
5146,-122.07195814006838,-130.0407322733949,-135.2513703129186
5147,-122.02169989971883,-130.09670878832958,-135.1729911533997
5148,-121.99998628682613,-130.19811211212368,-135.24928536163537
5149,-122.0047148661647,-130.20105253198327,-135.38481953539053
5150,-122.0417861505813,-130.16143706176342,-135.39039161378008
5151,-121.97757639943048,-130.27579149902652,-135.36512608634013
5152,-122.15328978163845,-130.3695234268866,-135.33041691719905
5153,-121.98698123160241,-130.45402123121727,-135.3472885137146
5154,-122.01463014866894,-130.3876420890493,-135.4146482992577
5155,-121.94416680001365,-130.39602906866412,-135.38979414650407
5156,-122.0046873014694,-130.39540453806165,-135.33383980457725
5157,-121.8559684151939,-130.4541796691758,-135.33534286346566
5158,-121.86658124034024,-130.47835247328172,-135.36674807166145
5159,-121.88094279217218,-130.59968311509726,-135.39887172675117
5160,-121.84480689585035,-130.58055562172862,-135.4194215622081
5161,-121.72943870913647,-130.59226770958745,-135.44455241355286
5162,-121.76674711724962,-130.7370867473853,-135.44839499771615
5163,-121.75547596584046,-130.8402877390728,-135.5129732933855
5164,-121.75771939630656,-130.83697086116257,-135.560088661442
5165,-121.67111352922016,-130.82674268103844,-135.48408118520754
5166,-121.7078702379056,-130.82093519974703,-135.46719879089187
5167,-121.64391887869853,-130.79368939386802,-135.297523614682
5168,-121.50937504173308,-130.80482395229524,-135.32362769546532
5169,-121.55896352155273,-130.87358150366302,-135.30978084645483
5170,-121.5487037381531,-130.76246861053278,-135.3914638522363
5171,-121.6637519323053,-130.82003308157627,-135.34873457941598
5172,-121.62354882485879,-130.83569440673804,-135.36397526771458
5173,-121.65697368723491,-130.80447591564578,-135.4493439605876
5174,-121.58292098453659,-130.72830825448153,-135.35342065977625
5175,-121.56351582811931,-130.6941138669693,-135.342990484401
5176,-121.63986031672036,-130.68792726458233,-135.2735206647058
5177,-121.6192468649092,-130.70147196966406,-135.21785091343008
5178,-121.5615250545045,-130.72974280588545,-135.23638857873956
5179,-121.54474388160526,-130.6818989053414,-135.22682213810398
5180,-121.63012240736226,-130.72486157277126,-135.27882015602978
5181,-121.65337747439003,-130.7059795357069,-135.278636060321
5182,-121.71864512339017,-130.68779825320277,-135.25616004015046
5183,-121.76227336423429,-130.55618998670514,-135.2585014783798
5184,-121.62646522156473,-130.592365676597,-135.2202875613861
5185,-121.55311698856487,-130.5498886197249,-135.22291796224582
5186,-121.50840707460458,-130.54921064915595,-135.1762873529148
5187,-121.47076414176726,-130.51158746702475,-135.19556936743197
5188,-121.4065734966211,-130.48688622287648,-135.17984855477968
5189,-121.35522405849719,-130.40280438669836,-135.24160648398743
5190,-121.3251341800329,-130.3470082647326,-135.25700847541236
5191,-121.32701182147837,-130.3710554800527,-135.26275860935723
5192,-121.23430209550224,-130.468601614187,-135.35020117109218
5193,-121.16301103076877,-130.5338963690013,-135.35326355962997
5194,-121.34400918689188,-130.58076362424538,-135.34432391684368
5195,-121.42173588014563,-130.5664398626485,-135.33174318044212
5196,-121.31096802848782,-130.4866828751587,-135.44060004574715
5197,-121.40266295959202,-130.424261315952,-135.41181496178126
5198,-121.23546445047302,-130.46802395155282,-135.3531508198729
5199,-121.30265765952427,-130.4556441148735,-135.40277266848886
5200,-121.28521120390414,-130.5219220827537,-135.42792989400405
5201,-121.22529398401832,-130.5607651711006,-135.4089450879577
5202,-121.2221605455299,-130.4694962993138,-135.48207588945866
5203,-121.28862120927846,-130.47335356810123,-135.38435729213762
5204,-121.33671390960642,-130.3675327723112,-135.45185197643985
5205,-121.37125608897962,-130.30250999900537,-135.53322267548754
5206,-121.2508477842897,-130.3161002933274,-135.47762449734398
5207,-121.25711322186262,-130.3260553891086,-135.48109664839149
5208,-121.35357930468527,-130.4443454320785,-135.48526879926195
5209,-121.45875388653434,-130.3147329002648,-135.50604473517583
5210,-121.33448938841867,-130.38194240829907,-135.49325446295418
5211,-121.41608940012003,-130.35682810845992,-135.43554472718702
5212,-121.4018510263769,-130.314884877675,-135.53935993391897
5213,-121.39627041093343,-130.31274966640626,-135.51507084409678
5214,-121.36312526383952,-130.46342607584268,-135.48674180822158
5215,-121.29263575383686,-130.45220076925125,-135.4448195504081
5216,-121.18893121585371,-130.53250980315238,-135.47853813068662
5217,-121.2379128432145,-130.42176030638393,-135.52662579023337
5218,-121.15894020842556,-130.42501431256665,-135.5679032450539
5219,-121.23920202755434,-130.43995104004188,-135.52746419159126
5220,-121.11075931729232,-130.44013815350627,-135.4581766500956
5221,-121.04171105702983,-130.42737156156477,-135.38504482157023
5222,-121.03233240177858,-130.41124371655815,-135.31002830252913
5223,-121.09414848372815,-130.41269815574722,-135.30177788487742
5224,-121.145732163617,-130.4519010448409,-135.2496092192588
5225,-121.16715505190754,-130.513515003514,-135.23319762822476
5226,-121.2558879494412,-130.39592268764648,-135.19992880996628
5227,-121.28935917948273,-130.36831996360243,-135.14455087796074
5228,-121.30872311670706,-130.40959709967595,-135.14431230211432
5229,-121.35029969253591,-130.35096375567625,-135.1165296655922
5230,-121.3310955330413,-130.40864835222723,-135.05661465525168
5231,-121.31686898378227,-130.3771442519705,-135.05397181399252
5232,-121.31722447337363,-130.3215943903396,-135.0875375885164
5233,-121.3475516765443,-130.38224704793157,-135.12126009010856
5234,-121.31134219017562,-130.38984180770228,-135.14270354392988
5235,-121.3706178503454,-130.41987558207444,-135.04904366329401
5236,-121.23631536917708,-130.3790637597364,-135.04153440755607
5237,-121.21232428267008,-130.32165386293366,-135.06775105110074
5238,-121.22671049235294,-130.2565831591386,-135.09312670350303
5239,-121.29317243246163,-130.19030008216805,-135.0724872481831
5240,-121.18113557468516,-130.20608291447206,-135.04812511375434
5241,-121.18340797939234,-130.22322597223166,-134.99953925264555
5242,-121.23761427107326,-130.28147061988403,-135.0243317763616
5243,-121.17590667474235,-130.31243777727985,-134.9896972492168
5244,-120.98683052138837,-130.25110091139663,-135.0597395254511
5245,-121.06619686282917,-130.25516815425743,-135.08204994146143
5246,-121.15260976214375,-130.27659094349968,-135.0515119564377
5247,-121.06157495763266,-130.30505433349578,-135.0514056811587
5248,-121.03931168895026,-130.37007467117155,-135.03178557755052
5249,-121.115017704803,-130.2965474269986,-134.9955453367828
5250,-121.08932115961017,-130.27582336109006,-134.97769977629002
5251,-120.96466639546091,-130.3800074237123,-134.93494265703788
5252,-121.06819805240437,-130.42567513495223,-134.92842784702833
5253,-121.15530022287368,-130.34370790326273,-134.9438403396769
5254,-120.98529688423847,-130.3779758742122,-134.98011958067042
5255,-121.08841789753347,-130.42425678148464,-134.97361114439354
5256,-121.04440095310565,-130.41041883709167,-134.89751562905724
5257,-120.90973015465572,-130.35237599240418,-134.89904415877095
5258,-120.91886809000422,-130.36467424638641,-134.93636494692015
5259,-120.98097080979392,-130.24071231939124,-134.97004861359306
5260,-120.93397730901577,-130.103491119997,-134.92194914869296
5261,-120.87069401729806,-130.0563139447467,-134.90860338164634
5262,-120.88004161302268,-130.1279043862387,-134.85637875470047
5263,-120.96684456436195,-130.0701439081277,-134.9024316138786
5264,-120.94905780597153,-130.09641783363952,-134.87411516875275
5265,-121.00511762757742,-130.03312847456147,-134.87647910564723
5266,-121.06673272834115,-129.9771758954926,-134.79328596407868
5267,-121.14167009004113,-129.95681592871495,-134.84168921529667
5268,-121.167047423427,-129.8818626838632,-134.8823844655767
5269,-121.2096901408801,-129.78982964191772,-134.93274013448982
5270,-121.19218237340016,-129.81897888170195,-134.87328894756433
5271,-121.24994439972147,-129.81755528430534,-134.84705018759615
5272,-121.29758481983424,-129.79466520001884,-134.9115229811252
5273,-121.42093998704065,-129.8159764949691,-134.87158707073687
5274,-121.47263021241601,-129.7726775915675,-134.9040126661412
5275,-121.33341758051424,-129.7613845946669,-134.89253928747954
5276,-121.31959620776314,-129.79343818484915,-134.82506998426794
5277,-121.41764822922394,-129.6527255304434,-134.77384495821428
5278,-121.46879034304581,-129.60740235558956,-134.71528481390587
5279,-121.52093248842768,-129.48685743633905,-134.74036832232844
5280,-121.49793085218712,-129.450234424244,-134.65228327231557
5281,-121.42479536104692,-129.52888725915915,-134.6256609619999
5282,-121.54516621976781,-129.58752235504275,-134.6684447260634
5283,-121.428940545357,-129.53545767138183,-134.81770427375898
5284,-121.45846330763149,-129.5173192741882,-134.82949172702928
5285,-121.48899522452183,-129.45609095293216,-134.79398364273413
5286,-121.62352488051079,-129.40793870826423,-134.77365841580834
5287,-121.52080272805912,-129.43874708836762,-134.6893497792976
5288,-121.40803253178532,-129.4317313475679,-134.7332101197335
5289,-121.35547125737007,-129.3885986207916,-134.7017638259921
5290,-121.3773574015895,-129.39537017317508,-134.70447953098056
5291,-121.52126258742794,-129.43874750320654,-134.7172200071342
5292,-121.47830541690087,-129.33545010894517,-134.79151973644866
5293,-121.42374094740367,-129.23345903072536,-134.81152334042008
5294,-121.48896785130066,-129.23936169328923,-134.82684338847167
5295,-121.49916136469886,-129.30859920864495,-134.77562890619092
5296,-121.4775084646985,-129.3048876219348,-134.75923932923985
5297,-121.38769576002997,-129.20427804567038,-134.72791514784478
5298,-121.3552887322391,-129.17621874539876,-134.75039865282352
5299,-121.24405981892616,-129.12230979765087,-134.70636296289433
5300,-121.35115059798066,-129.24400372856843,-134.7468665945462
5301,-121.39763899643427,-129.29929026849214,-134.68536431642536
5302,-121.33908022748665,-129.38575165429273,-134.73459777362143
5303,-121.37313560797546,-129.25733016165225,-134.7491852548276
5304,-121.43282601539416,-129.24367220798916,-134.72126770740718
5305,-121.3762840344402,-129.3749979189394,-134.61259523790847
5306,-121.44797405186898,-129.36978419574356,-134.65416624124381
5307,-121.51619719932407,-129.4046404831676,-134.7400989051904
5308,-121.56114659683377,-129.35136157226734,-134.6592685574015
5309,-121.6403995872864,-129.38566504367083,-134.63436056015982
5310,-121.62335508241085,-129.4200362376066,-134.67662960730925
5311,-121.69027120181119,-129.3902770319513,-134.70809972101256
5312,-121.49779491466138,-129.2695367072339,-134.74991962457253
5313,-121.58862818973326,-129.30169073991632,-134.70551277520747
5314,-121.42532042417783,-129.24020996937838,-134.59880899022696
5315,-121.35472044573616,-129.1732756834082,-134.64442576016526
5316,-121.33071869057231,-129.12332577605946,-134.60072306758275
5317,-121.39729796771434,-129.08005152171896,-134.65564936202554
5318,-121.30972103502332,-128.96005054019807,-134.62380599692614
5319,-121.30879975906866,-128.83207426172245,-134.54597650904776
5320,-121.40740506839485,-128.83275052765336,-134.44169582879624
5321,-121.36903673061211,-128.81359082261753,-134.4417900853644
5322,-121.30491961544257,-128.67249545392144,-134.5033391245846
5323,-121.18230610389591,-128.5715250908443,-134.46783064466644
5324,-121.09475671129078,-128.52446499058917,-134.39402002842002
5325,-121.17436425631537,-128.491958155143,-134.34751924152326
5326,-121.26696005684127,-128.4980486952443,-134.43214080438486
5327,-121.26256869671582,-128.52485644069347,-134.5149583971397
5328,-121.21450619112895,-128.5102487058796,-134.52336646759886
5329,-121.02848772234846,-128.42877363792795,-134.48723254497955
5330,-120.94356285793151,-128.4877299218168,-134.42860953953883
5331,-120.87608307970825,-128.52830039793292,-134.40676413716363
5332,-120.80047813233386,-128.58828108592468,-134.41205570690676
5333,-120.79869335631203,-128.5607789803073,-134.36446684672455
5334,-120.83854021856692,-128.53072790193647,-134.419626632534
5335,-120.98574175009676,-128.55665145860206,-134.3780795830928
5336,-120.79529273981277,-128.47299248075913,-134.37940678614098
5337,-120.82089193520889,-128.36436542743098,-134.3875378116682
5338,-120.78583119990572,-128.3384349042604,-134.32727154562332
5339,-120.85379804736225,-128.28164110876867,-134.31032799398062
5340,-120.70198771469444,-128.3323474024174,-134.32034763633936
5341,-120.72066970545539,-128.36675039512875,-134.37496699247592
5342,-120.70273025387412,-128.4576926874567,-134.3824149847602
5343,-120.66162110344573,-128.57274688592958,-134.3500509683405
5344,-120.71987741933745,-128.5446035567638,-134.2901825429828
5345,-120.7074979795724,-128.4999127353883,-134.3575794919264
5346,-120.67626252517529,-128.51613932646663,-134.39647269018806
5347,-120.60471745766547,-128.54415669488458,-134.36227200477143
5348,-120.63535299242895,-128.52320466577288,-134.42367685634747
5349,-120.55400342266282,-128.63478711595917,-134.34485504887613
5350,-120.55594647225256,-128.6367618220483,-134.2676035079732
5351,-120.5301205949282,-128.58221355468416,-134.23342955173456
5352,-120.49778104686001,-128.48568719042814,-134.22378813658193
5353,-120.44355897186001,-128.36032884187017,-134.14284918596599
5354,-120.31130617045795,-128.30905462226534,-134.0189944852915
5355,-120.23992869688314,-128.36927051993877,-133.95873465005644
5356,-120.47780657529239,-128.4203411078769,-133.8742699281179
5357,-120.49987989911446,-128.3637828764838,-133.8703801355096
5358,-120.60226277461621,-128.30704930284332,-133.8655693917904
5359,-120.70559830847318,-128.34846958623513,-133.86436565908974
5360,-120.69574356947447,-128.4049464173532,-133.92372374031714
5361,-120.72457314345274,-128.2734388084752,-134.00000280446284
5362,-120.76801190013241,-128.38702874700243,-133.95704191118185
5363,-120.871278322653,-128.4155883409804,-133.95058972553795
5364,-120.82681723793316,-128.41812084141372,-133.9183933107397
5365,-120.81936969149643,-128.40907832483708,-133.9466594330811
5366,-120.82087906391894,-128.41961733810797,-133.9480116738903
5367,-120.89827275219605,-128.3769930664754,-133.8876690591419
5368,-120.78466642812253,-128.33230616721923,-133.98924990566815
5369,-120.80072159433163,-128.3381892076721,-133.89007714279126
5370,-120.88823748251245,-128.28852889649494,-133.85183335364337
5371,-120.89524175740547,-128.23106507494114,-133.8337181244433
5372,-120.83824470196242,-128.237980466904,-133.81351561190326
5373,-120.86328853248924,-128.21543378318353,-133.79362300643302
5374,-120.77003227962861,-128.21335544428237,-133.82985929351156
5375,-120.82701967262993,-128.2274398284799,-133.77381928547968
5376,-120.8107513964789,-128.125944464475,-133.73522867630078
5377,-120.78373110471725,-128.18163505210578,-133.71212416735972
5378,-120.80329089758078,-128.19331895690004,-133.64928149126996
5379,-120.82248935042139,-128.0958840251164,-133.67092731995893
5380,-120.90664680506777,-128.19203676999535,-133.63605164125937
5381,-120.94846861695532,-128.24098152579862,-133.6725691220825
5382,-121.03350217025388,-128.22351323185399,-133.7557818000692
5383,-121.02065264233642,-128.29360806725452,-133.65423678355117
5384,-120.93182979445687,-128.20910521946342,-133.65875257905083
5385,-120.86961146876564,-128.15862478614235,-133.6017910273793
5386,-120.79650106654304,-128.2019092611414,-133.61363060630492
5387,-120.81770500690914,-128.23267510468253,-133.65374604669697
5388,-120.80881946163538,-128.1438267672759,-133.6876724993583
5389,-120.69616300905722,-128.20480827755625,-133.60978639761166
5390,-120.58088185069124,-128.13572277932496,-133.63859369766124
5391,-120.62372398309653,-128.16547230179867,-133.6842007296524
5392,-120.71137517819186,-128.24773848006924,-133.77560817316163
5393,-120.70169305411497,-128.1870578129215,-133.73093962842563
5394,-120.68311857105152,-128.1264202053083,-133.72749010905426
5395,-120.64696349794343,-128.05327217616082,-133.728386286071
5396,-120.6109681157478,-128.12494570633558,-133.7214085430938
5397,-120.67159275773886,-128.14766887435877,-133.7221971466794
5398,-120.54953653964708,-128.05323157537305,-133.74775275999093
5399,-120.4984530924038,-128.13611381684208,-133.71407925290535
5400,-120.47376958610505,-127.9716146953696,-133.7091584650123
5401,-120.38129647025741,-127.90368261492196,-133.7458351985779
5402,-120.26594125540066,-127.83411173493613,-133.66773582375257
5403,-120.29183484571298,-127.73927663738743,-133.62991319189442
5404,-120.3605279397396,-127.65986701759564,-133.6523997373343
5405,-120.36428857217837,-127.65171115627894,-133.60347131218361
5406,-120.25372154145748,-127.62192081723528,-133.57063707741227
5407,-120.37819982860007,-127.64380702130674,-133.4692680611959
5408,-120.40793168244998,-127.6134752594269,-133.44867221649073
5409,-120.3202776198329,-127.63778988182905,-133.4545316968337
5410,-120.25624352730188,-127.65352805522093,-133.40956784331843
5411,-120.2598848165363,-127.54906437251667,-133.40878226915703
5412,-120.25998320538878,-127.446626476552,-133.4228329918751
5413,-120.21033827918268,-127.49702254902124,-133.48081976774654
5414,-120.2918907417874,-127.49499143845725,-133.50045847112708
5415,-120.23947926977355,-127.45326462466345,-133.56310627085452
5416,-120.35615676058849,-127.50992061650943,-133.59774375839376
5417,-120.38472924593592,-127.4941200801248,-133.63505484626614
5418,-120.32971969538175,-127.51934007952889,-133.64546007613075
5419,-120.28998988921705,-127.5872692269682,-133.64265698921497
5420,-120.27443386887725,-127.65925189848235,-133.65569236439143
5421,-120.23236601591914,-127.63190733661426,-133.71029840408602
5422,-120.15961478940297,-127.51366502846622,-133.76668913000208
5423,-120.12494615097167,-127.4765893569147,-133.7450518801366
5424,-120.19802410747789,-127.32046089200801,-133.7750752656745
5425,-120.1009833404587,-127.3004981168383,-133.74392830709186
5426,-119.9079907188213,-127.33173060807843,-133.71545013262966
5427,-119.81197225926775,-127.35709906619249,-133.78108511260868
5428,-119.80957398983334,-127.35127670089446,-133.67837170213969
5429,-119.64788375129788,-127.43130598359677,-133.63985688674984
5430,-119.58999422139473,-127.40325570112117,-133.69425119828907
5431,-119.71998585627944,-127.5352304021394,-133.6760548689772
5432,-119.64199823785714,-127.59557401670385,-133.64664231827203
5433,-119.50772909734002,-127.58838262272955,-133.65197180102803
5434,-119.55616224500513,-127.60614771901211,-133.67863581672447
5435,-119.64692987437462,-127.69700196337253,-133.6420223677054
5436,-119.6431911934148,-127.62115646100034,-133.682291779518
5437,-119.68255853482432,-127.68163537235377,-133.65255115611143
5438,-119.6621742558485,-127.75606080796608,-133.66824283354205
5439,-119.70706840992065,-127.81540091396808,-133.70434255411163
5440,-119.6678866848198,-127.81702434948593,-133.70770106053712
5441,-119.71845505095894,-127.76751442036927,-133.74874671529292
5442,-119.74623834035437,-127.63762017124549,-133.7584771474532
5443,-119.77206900697988,-127.65784852809128,-133.66681270003306
5444,-119.79319472687672,-127.65808342774756,-133.68081482083312
5445,-119.88072406110587,-127.6640709388218,-133.67525716439673
5446,-119.69873075053067,-127.8114690336684,-133.69474510669608
5447,-119.62528227975619,-127.78557474871519,-133.70475604320103
5448,-119.7040309143105,-127.76553398834872,-133.6571045605551
5449,-119.80886594509434,-127.7817449993934,-133.72892273572313
5450,-119.80677504338927,-127.63714452233532,-133.70461609469652
5451,-119.75355001441046,-127.64008110413869,-133.69047030403507
5452,-119.79709842902133,-127.65688109149418,-133.63430253866233
5453,-119.87609724519919,-127.63174639769092,-133.6622854949493
5454,-119.80564800684148,-127.6278255550799,-133.66903096442167
5455,-119.75642206147145,-127.57848753522931,-133.75164895967572
5456,-119.83957082764087,-127.63574582471946,-133.77859592407358
5457,-119.87633878333054,-127.67281236005522,-133.7575721596021
5458,-119.85988522216324,-127.68657601019072,-133.67733609067204
5459,-120.02879202767124,-127.65600111919113,-133.75417150642932
5460,-119.91815857045421,-127.52825250096441,-133.7262327416513
5461,-119.95134994558958,-127.41556692317438,-133.72770467639907
5462,-119.90149663654452,-127.26805823683303,-133.75479034645178
5463,-119.84457389901834,-127.28174314679268,-133.77069871594023
5464,-119.81487405012282,-127.27120188948047,-133.78699868256643
5465,-119.8494261374987,-127.16394789190248,-133.81910724761025
5466,-119.80395748892548,-127.17195516135266,-133.7495509171609
5467,-119.76313862887794,-127.11495677413092,-133.7490657564116
5468,-119.82730836890333,-127.12329482004802,-133.70096076098133
5469,-119.77226747732699,-127.10081833811573,-133.64246284775723
5470,-119.7279032937492,-127.09903940064142,-133.60495428598819
5471,-119.79860138064542,-127.08146270517514,-133.53356159006236
5472,-119.79056717136655,-127.06096363429775,-133.50497271998532
5473,-119.76282547388868,-126.89874280771676,-133.53102107055378
5474,-119.77329801586261,-126.89724276170207,-133.6013887429831
5475,-119.85962728607862,-126.94894905261134,-133.5822162717795
5476,-119.81528808670544,-127.06615039174537,-133.57255024860612
5477,-119.80113240275006,-127.08913800155022,-133.5452109651913
5478,-120.0211955821047,-127.09114934534368,-133.5423884779397
5479,-119.99901933350404,-127.06282040880042,-133.58643669827674
5480,-119.94602559359124,-127.01985088588177,-133.6502961451472
5481,-120.14559045996026,-126.93882970900117,-133.69296381453137
5482,-120.1404813987455,-126.94397360365193,-133.61594323278646
5483,-120.18998057084085,-127.02530634467044,-133.67320619620514
5484,-120.1971409473872,-127.02509226948685,-133.71582891220908
5485,-120.13616895805814,-126.96410625774925,-133.68221539599548
5486,-120.07773220559281,-126.90753525212722,-133.62334509223072
5487,-120.07693080418056,-126.90481240736332,-133.63313157288962
5488,-120.09151439506984,-126.78475289714342,-133.59246291056502
5489,-120.15229967052957,-126.76489782236774,-133.67808743774611
5490,-120.31018666386433,-126.74921756739063,-133.73033704727519
5491,-120.3455141252243,-126.7168491225022,-133.80053086140137
5492,-120.46023918529411,-126.73401252610445,-133.72487282876784
